time=2016-05-30T22:00:23, team=167, userid=1410, assignmentid=5328 
time=2016-05-31T21:42:44, team=139, userid=1767, assignmentid=5472 
time=2016-05-31T21:49:25, team=4, userid=1844, assignmentid=5730 
time=2016-05-31T21:52:42, team=162, userid=943, assignmentid=5627 
time=2016-05-31T21:59:45, team=131, userid=10, assignmentid=5071 
time=2016-05-31T22:03:46, team=174, userid=1448, assignmentid=5558 
time=2016-05-31T22:06:25, team=3, userid=2, assignmentid=5855 
time=2016-05-31T22:14:03, team=177, userid=606, assignmentid=6140 
time=2016-05-31T22:18:23, team=185, userid=1123, assignmentid=5054 
time=2016-05-31T22:18:47, team=163, userid=596, assignmentid=5092 
time=2016-05-31T22:21:27, team=181, userid=913, assignmentid=5420 
time=2016-05-31T22:34:24, team=62, userid=1883, assignmentid=5606 
time=2016-05-31T22:35:18, team=4, userid=605, assignmentid=5737 
time=2016-05-31T22:35:34, team=71, userid=1754, assignmentid=5835 
time=2016-05-31T22:41:10, team=7, userid=870, assignmentid=5435 
time=2016-05-31T22:42:22, team=196, userid=948, assignmentid=5201 
time=2016-05-31T22:49:06, team=62, userid=767, assignmentid=5614 
time=2016-05-31T22:58:53, team=109, userid=1270, assignmentid=6168 
time=2016-05-31T23:00:16, team=161, userid=708, assignmentid=5478 
time=2016-05-31T23:03:53, team=167, userid=450, assignmentid=5318 
time=2016-05-31T23:05:47, team=29, userid=1474, assignmentid=5120 
time=2016-05-31T23:05:52, team=144, userid=1296, assignmentid=5010 
time=2016-05-31T23:07:51, team=115, userid=1747, assignmentid=5049 
time=2016-05-31T23:08:44, team=139, userid=680, assignmentid=5459 
time=2016-05-31T23:11:35, team=40, userid=1674, assignmentid=5650 
time=2016-05-31T23:12:26, team=70, userid=955, assignmentid=5581 
time=2016-05-31T23:12:33, team=118, userid=781, assignmentid=5226 
time=2016-05-31T23:13:56, team=42, userid=444, assignmentid=5759 
time=2016-05-31T23:16:25, team=29, userid=1359, assignmentid=5128 
time=2016-05-31T23:16:48, team=114, userid=1298, assignmentid=5688 
time=2016-05-31T23:19:29, team=173, userid=420, assignmentid=5773 
time=2016-05-31T23:24:44, team=81, userid=209, assignmentid=5984 
time=2016-05-31T23:29:31, team=63, userid=794, assignmentid=6157 
time=2016-05-31T23:30:31, team=84, userid=138, assignmentid=5946 
time=2016-05-31T23:39:57, team=173, userid=625, assignmentid=5785 
time=2016-05-31T23:43:05, team=54, userid=270, assignmentid=5051 
time=2016-05-31T23:48:31, team=128, userid=1224, assignmentid=5334 
time=2016-05-31T23:53:42, team=81, userid=551, assignmentid=5975 
time=2016-05-31T23:56:18, team=44, userid=251, assignmentid=6009 
time=2016-05-31T23:58:07, team=181, userid=26, assignmentid=5959 
time=2016-06-01T00:06:59, team=161, userid=282, assignmentid=5480 
time=2016-06-01T00:13:24, team=106, userid=1102, assignmentid=5416 
time=2016-06-01T00:16:28, team=35, userid=211, assignmentid=5304 
time=2016-06-01T00:17:34, team=118, userid=547, assignmentid=5230 
time=2016-06-01T00:19:38, team=176, userid=360, assignmentid=5296 
time=2016-06-01T00:20:56, team=150, userid=1089, assignmentid=5017 
time=2016-06-01T00:25:36, team=118, userid=1704, assignmentid=5229 
time=2016-06-01T00:34:06, team=177, userid=991, assignmentid=6146 
time=2016-06-01T00:35:25, team=99, userid=760, assignmentid=5400 
time=2016-06-01T00:36:19, team=35, userid=686, assignmentid=5305 
time=2016-06-01T00:39:12, team=57, userid=1775, assignmentid=5805 
time=2016-06-01T00:46:09, team=106, userid=128, assignmentid=5414 
time=2016-06-01T00:46:45, team=63, userid=735, assignmentid=6160 
time=2016-06-01T00:53:24, team=89, userid=1119, assignmentid=5814 
time=2016-06-01T00:58:42, team=109, userid=1145, assignmentid=6039 
time=2016-06-01T00:59:15, team=129, userid=531, assignmentid=5219 
time=2016-06-01T01:04:44, team=69, userid=1360, assignmentid=6198 
time=2016-06-01T01:07:05, team=163, userid=771, assignmentid=5079 
time=2016-06-01T01:10:14, team=70, userid=1887, assignmentid=5577 
time=2016-06-01T01:12:00, team=167, userid=1642, assignmentid=5326 
time=2016-06-01T01:12:26, team=50, userid=193, assignmentid=5258 
time=2016-06-01T01:13:18, team=31, userid=1901, assignmentid=5867 
time=2016-06-01T01:14:50, team=128, userid=1170, assignmentid=5458 
time=2016-06-01T01:18:25, team=4, userid=1507, assignmentid=5729 
time=2016-06-01T01:18:34, team=9, userid=111, assignmentid=5496 
time=2016-06-01T01:19:23, team=40, userid=504, assignmentid=5644 
time=2016-06-01T01:20:20, team=160, userid=464, assignmentid=6084 
time=2016-06-01T01:26:45, team=162, userid=1953, assignmentid=5630 
time=2016-06-01T01:33:37, team=99, userid=1187, assignmentid=5180 
time=2016-06-01T01:39:23, team=99, userid=923, assignmentid=5537 
time=2016-06-01T01:39:53, team=3, userid=3, assignmentid=5857 
time=2016-06-01T01:50:21, team=49, userid=436, assignmentid=5704 
time=2016-06-01T01:51:23, team=106, userid=844, assignmentid=5411 
time=2016-06-01T01:51:47, team=106, userid=1987, assignmentid=5415 
time=2016-06-01T01:53:05, team=37, userid=183, assignmentid=5957 
time=2016-06-01T01:53:14, team=144, userid=1720, assignmentid=5369 
time=2016-06-01T02:04:01, team=57, userid=266, assignmentid=5806 
time=2016-06-01T02:09:42, team=139, userid=1971, assignmentid=5461 
time=2016-06-01T02:11:44, team=131, userid=627, assignmentid=5072 
time=2016-06-01T02:12:12, team=9, userid=1645, assignmentid=5502 
time=2016-06-01T02:17:34, team=17, userid=1743, assignmentid=6118 
time=2016-06-01T02:19:05, team=55, userid=1246, assignmentid=5889 
time=2016-06-01T02:19:15, team=163, userid=746, assignmentid=5082 
time=2016-06-01T02:31:34, team=28, userid=233, assignmentid=5661 
time=2016-06-01T02:33:50, team=89, userid=315, assignmentid=6004 
time=2016-06-01T02:43:06, team=131, userid=1648, assignmentid=5068 
time=2016-06-01T02:45:18, team=156, userid=872, assignmentid=5896 
time=2016-06-01T02:45:50, team=101, userid=1284, assignmentid=5881 
time=2016-06-01T02:46:50, team=49, userid=395, assignmentid=5713 
time=2016-06-01T02:49:08, team=189, userid=953, assignmentid=5044 
time=2016-06-01T03:09:16, team=148, userid=149, assignmentid=5406 
time=2016-06-01T03:11:37, team=63, userid=1519, assignmentid=6152 
time=2016-06-01T03:21:51, team=128, userid=1744, assignmentid=5446 
time=2016-06-01T03:24:34, team=34, userid=1884, assignmentid=5350 
time=2016-06-01T03:28:21, team=196, userid=1714, assignmentid=5213 
time=2016-06-01T03:29:11, team=174, userid=1233, assignmentid=5557 
time=2016-06-01T03:30:16, team=62, userid=160, assignmentid=5616 
time=2016-06-01T03:35:28, team=34, userid=167, assignmentid=5342 
time=2016-06-01T03:37:14, team=50, userid=1857, assignmentid=5265 
time=2016-06-01T03:39:09, team=114, userid=651, assignmentid=5144 
time=2016-06-01T03:52:20, team=114, userid=997, assignmentid=5692 
time=2016-06-01T04:00:38, team=84, userid=790, assignmentid=5945 
time=2016-06-01T04:04:51, team=81, userid=993, assignmentid=5992 
time=2016-06-01T04:22:46, team=129, userid=557, assignmentid=5929 
time=2016-06-01T04:26:22, team=50, userid=1418, assignmentid=5257 
time=2016-06-01T04:30:34, team=44, userid=1478, assignmentid=6017 
time=2016-06-01T04:31:34, team=196, userid=1309, assignmentid=6058 
time=2016-06-01T04:33:08, team=89, userid=909, assignmentid=5813 
time=2016-06-01T04:38:14, team=167, userid=1356, assignmentid=5324 
time=2016-06-01T04:38:21, team=92, userid=1075, assignmentid=5922 
time=2016-06-01T04:40:13, team=186, userid=1736, assignmentid=5438 
time=2016-06-01T04:40:49, team=70, userid=571, assignmentid=5589 
time=2016-06-01T04:43:21, team=147, userid=296, assignmentid=5164 
time=2016-06-01T04:48:40, team=161, userid=1497, assignmentid=5484 
time=2016-06-01T04:51:22, team=189, userid=819, assignmentid=5048 
time=2016-06-01T04:52:42, team=89, userid=1527, assignmentid=5817 
time=2016-06-01T04:59:41, team=176, userid=1617, assignmentid=5295 
time=2016-06-01T05:01:20, team=144, userid=1333, assignmentid=5008 
time=2016-06-01T05:04:39, team=152, userid=114, assignmentid=5101 
time=2016-06-01T05:15:49, team=99, userid=945, assignmentid=5399 
time=2016-06-01T05:15:51, team=56, userid=1325, assignmentid=5272 
time=2016-06-01T05:24:06, team=163, userid=884, assignmentid=5088 
time=2016-06-01T05:27:55, team=34, userid=865, assignmentid=5343 
time=2016-06-01T05:41:20, team=122, userid=826, assignmentid=6189 
time=2016-06-01T05:42:27, team=44, userid=842, assignmentid=6011 
time=2016-06-01T05:43:33, team=144, userid=1093, assignmentid=5006 
time=2016-06-01T05:46:50, team=161, userid=1440, assignmentid=5490 
time=2016-06-01T05:47:56, team=89, userid=1510, assignmentid=5821 
time=2016-06-01T05:55:48, team=107, userid=1374, assignmentid=5417 
time=2016-06-01T06:08:29, team=162, userid=538, assignmentid=5631 
time=2016-06-01T06:09:39, team=163, userid=1575, assignmentid=5093 
time=2016-06-01T06:10:09, team=42, userid=1080, assignmentid=5765 
time=2016-06-01T06:15:59, team=196, userid=1113, assignmentid=5207 
time=2016-06-01T06:17:16, team=3, userid=147, assignmentid=5860 
time=2016-06-01T06:20:20, team=28, userid=1560, assignmentid=5670 
time=2016-06-01T06:24:31, team=10, userid=1899, assignmentid=5545 
time=2016-06-01T06:24:41, team=150, userid=383, assignmentid=5113 
time=2016-06-01T06:32:47, team=122, userid=1297, assignmentid=6186 
time=2016-06-01T06:34:38, team=173, userid=173, assignmentid=5770 
time=2016-06-01T06:37:19, team=99, userid=146, assignmentid=5955 
time=2016-06-01T06:38:41, team=179, userid=590, assignmentid=5250 
time=2016-06-01T06:40:46, team=162, userid=1424, assignmentid=5628 
time=2016-06-01T06:55:45, team=121, userid=1289, assignmentid=6102 
time=2016-06-01T06:55:55, team=34, userid=740, assignmentid=5340 
time=2016-06-01T06:59:32, team=28, userid=1435, assignmentid=5663 
time=2016-06-01T07:00:06, team=92, userid=1100, assignmentid=5798 
time=2016-06-01T07:04:10, team=9, userid=926, assignmentid=5510 
time=2016-06-01T07:09:18, team=54, userid=1476, assignmentid=5600 
time=2016-06-01T07:13:33, team=177, userid=490, assignmentid=6136 
time=2016-06-01T07:29:07, team=109, userid=1086, assignmentid=6055 
time=2016-06-01T07:32:05, team=114, userid=1465, assignmentid=5153 
time=2016-06-01T07:32:36, team=196, userid=19, assignmentid=5206 
time=2016-06-01T07:35:21, team=62, userid=1806, assignmentid=5611 
time=2016-06-01T07:37:05, team=84, userid=378, assignmentid=5952 
time=2016-06-01T07:46:25, team=89, userid=1581, assignmentid=5997 
time=2016-06-01T07:49:37, team=81, userid=1727, assignmentid=5988 
time=2016-06-01T07:56:25, team=71, userid=635, assignmentid=5834 
time=2016-06-01T08:03:34, team=156, userid=805, assignmentid=5895 
time=2016-06-01T08:07:33, team=63, userid=1177, assignmentid=6153 
time=2016-06-01T08:11:43, team=99, userid=267, assignmentid=5401 
time=2016-06-01T08:13:10, team=31, userid=1031, assignmentid=5869 
time=2016-06-01T08:13:16, team=96, userid=1542, assignmentid=5915 
time=2016-06-01T08:13:25, team=114, userid=710, assignmentid=5696 
time=2016-06-01T08:14:08, team=73, userid=692, assignmentid=5392 
time=2016-06-01T08:21:12, team=62, userid=637, assignmentid=5621 
time=2016-06-01T08:28:25, team=57, userid=1488, assignmentid=6067 
time=2016-06-01T08:29:51, team=63, userid=1867, assignmentid=6158 
time=2016-06-01T08:57:41, team=177, userid=1236, assignmentid=6137 
time=2016-06-01T09:01:29, team=50, userid=1072, assignmentid=5256 
time=2016-06-01T09:01:50, team=119, userid=223, assignmentid=5769 
time=2016-06-01T09:06:14, team=114, userid=1453, assignmentid=5690 
time=2016-06-01T09:10:49, team=139, userid=387, assignmentid=5130 
time=2016-06-01T09:11:28, team=3, userid=1646, assignmentid=5861 
time=2016-06-01T09:12:21, team=89, userid=666, assignmentid=6005 
time=2016-06-01T09:21:36, team=57, userid=298, assignmentid=5807 
time=2016-06-01T09:23:32, team=81, userid=1514, assignmentid=5985 
time=2016-06-01T09:23:50, team=81, userid=1593, assignmentid=5979 
time=2016-06-01T09:24:11, team=101, userid=1878, assignmentid=5878 
time=2016-06-01T09:25:02, team=48, userid=1733, assignmentid=5409 
time=2016-06-01T09:36:37, team=88, userid=1864, assignmentid=5721 
time=2016-06-01T09:37:08, team=144, userid=1946, assignmentid=5365 
time=2016-06-01T09:40:28, team=44, userid=1544, assignmentid=6012 
time=2016-06-01T09:51:31, team=181, userid=1369, assignmentid=5968 
time=2016-06-01T09:54:02, team=186, userid=1673, assignmentid=5439 
time=2016-06-01T09:58:31, team=185, userid=761, assignmentid=5057 
time=2016-06-01T10:01:33, team=99, userid=1019, assignmentid=5956 
time=2016-06-01T10:05:16, team=89, userid=421, assignmentid=5996 
time=2016-06-01T10:08:04, team=150, userid=638, assignmentid=5111 
time=2016-06-01T10:08:48, team=109, userid=1279, assignmentid=6054 
time=2016-06-01T10:13:41, team=77, userid=603, assignmentid=5678 
time=2016-06-01T10:15:21, team=71, userid=808, assignmentid=5836 
time=2016-06-01T10:18:41, team=107, userid=1422, assignmentid=5022 
time=2016-06-01T10:22:59, team=89, userid=1837, assignmentid=5818 
time=2016-06-01T10:23:52, team=196, userid=1530, assignmentid=6063 
time=2016-06-01T10:26:38, team=84, userid=1631, assignmentid=5953 
time=2016-06-01T10:27:00, team=4, userid=918, assignmentid=5732 
time=2016-06-01T10:30:28, team=118, userid=1785, assignmentid=5225 
time=2016-06-01T10:32:23, team=179, userid=194, assignmentid=5247 
time=2016-06-01T10:37:43, team=160, userid=780, assignmentid=6075 
time=2016-06-01T10:39:39, team=161, userid=1991, assignmentid=5488 
time=2016-06-01T10:40:12, team=29, userid=1210, assignmentid=5118 
time=2016-06-01T10:40:45, team=50, userid=1341, assignmentid=5260 
time=2016-06-01T10:42:59, team=94, userid=1998, assignmentid=5520 
time=2016-06-01T10:43:25, team=167, userid=751, assignmentid=5319 
time=2016-06-01T10:50:25, team=122, userid=964, assignmentid=5136 
time=2016-06-01T10:53:07, team=139, userid=1501, assignmentid=5471 
time=2016-06-01T10:58:23, team=89, userid=513, assignmentid=5815 
time=2016-06-01T11:00:18, team=49, userid=1135, assignmentid=5709 
time=2016-06-01T11:06:43, team=17, userid=1241, assignmentid=6124 
time=2016-06-01T11:07:18, team=139, userid=398, assignmentid=5469 
time=2016-06-01T11:14:54, team=150, userid=1252, assignmentid=5011 
time=2016-06-01T11:18:40, team=3, userid=980, assignmentid=5850 
time=2016-06-01T11:19:10, team=173, userid=526, assignmentid=5782 
time=2016-06-01T11:23:26, team=99, userid=1851, assignmentid=5532 
time=2016-06-01T11:25:17, team=60, userid=1225, assignmentid=6026 
time=2016-06-01T11:27:02, team=139, userid=1349, assignmentid=5132 
time=2016-06-01T11:32:20, team=164, userid=21, assignmentid=5032 
time=2016-06-01T11:32:24, team=107, userid=628, assignmentid=5020 
time=2016-06-01T11:34:01, team=96, userid=1486, assignmentid=5911 
time=2016-06-01T11:44:40, team=10, userid=320, assignmentid=5550 
time=2016-06-01T11:48:10, team=48, userid=68, assignmentid=5359 
time=2016-06-01T11:53:18, team=28, userid=639, assignmentid=5658 
time=2016-06-01T12:00:19, team=73, userid=720, assignmentid=5387 
time=2016-06-01T12:05:13, team=114, userid=1574, assignmentid=5145 
time=2016-06-01T12:05:20, team=84, userid=1640, assignmentid=5943 
time=2016-06-01T12:06:37, team=109, userid=1069, assignmentid=6047 
time=2016-06-01T12:10:41, team=181, userid=806, assignmentid=5961 
time=2016-06-01T12:16:43, team=181, userid=340, assignmentid=5969 
time=2016-06-01T12:19:08, team=122, userid=1204, assignmentid=6177 
time=2016-06-01T12:23:30, team=128, userid=1984, assignmentid=5444 
time=2016-06-01T12:23:50, team=174, userid=1351, assignmentid=5566 
time=2016-06-01T12:24:49, team=4, userid=190, assignmentid=5728 
time=2016-06-01T12:30:31, team=10, userid=947, assignmentid=5546 
time=2016-06-01T12:36:17, team=174, userid=614, assignmentid=5572 
time=2016-06-01T12:36:37, team=150, userid=46, assignmentid=5013 
time=2016-06-01T12:39:05, team=176, userid=1103, assignmentid=5299 
time=2016-06-01T12:47:14, team=99, userid=1138, assignmentid=5188 
time=2016-06-01T12:52:17, team=164, userid=1070, assignmentid=5034 
time=2016-06-01T12:53:58, team=88, userid=1400, assignmentid=5719 
time=2016-06-01T12:54:17, team=174, userid=1568, assignmentid=5559 
time=2016-06-01T12:55:25, team=10, userid=1463, assignmentid=5554 
time=2016-06-01T12:56:42, team=150, userid=1109, assignmentid=5112 
time=2016-06-01T12:58:42, team=101, userid=668, assignmentid=5879 
time=2016-06-01T13:01:35, team=48, userid=168, assignmentid=5357 
time=2016-06-01T13:06:01, team=63, userid=957, assignmentid=6156 
time=2016-06-01T13:09:55, team=167, userid=153, assignmentid=5329 
time=2016-06-01T13:12:56, team=177, userid=838, assignmentid=6144 
time=2016-06-01T13:17:04, team=46, userid=1807, assignmentid=5624 
time=2016-06-01T13:17:41, team=55, userid=307, assignmentid=5887 
time=2016-06-01T13:19:12, team=160, userid=1016, assignmentid=6072 
time=2016-06-01T13:22:59, team=46, userid=1439, assignmentid=5625 
time=2016-06-01T13:25:29, team=54, userid=739, assignmentid=5591 
time=2016-06-01T13:29:40, team=144, userid=1620, assignmentid=5370 
time=2016-06-01T13:33:42, team=40, userid=779, assignmentid=5651 
time=2016-06-01T13:34:47, team=109, userid=467, assignmentid=6169 
time=2016-06-01T13:34:55, team=45, userid=435, assignmentid=6020 
time=2016-06-01T13:36:42, team=173, userid=1258, assignmentid=5792 
time=2016-06-01T13:38:10, team=174, userid=1260, assignmentid=5568 
time=2016-06-01T13:41:09, team=34, userid=1355, assignmentid=5338 
time=2016-06-01T13:44:27, team=114, userid=670, assignmentid=5154 
time=2016-06-01T13:49:36, team=71, userid=6, assignmentid=5843 
time=2016-06-01T13:52:10, team=167, userid=725, assignmentid=5316 
time=2016-06-01T13:56:13, team=128, userid=1891, assignmentid=5455 
time=2016-06-01T13:57:50, team=3, userid=589, assignmentid=5853 
time=2016-06-01T14:00:32, team=128, userid=863, assignmentid=5452 
time=2016-06-01T14:02:37, team=160, userid=509, assignmentid=6074 
time=2016-06-01T14:05:51, team=60, userid=285, assignmentid=6025 
time=2016-06-01T14:06:33, team=114, userid=1935, assignmentid=5159 
time=2016-06-01T14:07:50, team=6, userid=406, assignmentid=5171 
time=2016-06-01T14:18:02, team=161, userid=437, assignmentid=5483 
