time=2016-06-06T23:33:05, eventid=0, teamid=3, level=1, eventType=end
time=2016-06-23T21:03:05, eventid=1494, teamid=183, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1495, teamid=183, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1496, teamid=185, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1497, teamid=185, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1498, teamid=186, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1499, teamid=186, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1500, teamid=189, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1501, teamid=189, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1502, teamid=192, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1503, teamid=192, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1504, teamid=196, level=7, eventType=end
time=2016-06-23T21:03:05, eventid=1505, teamid=196, level=8, eventType=start
time=2016-06-23T21:03:05, eventid=1506, teamid=236, level=2, eventType=end
time=2016-06-23T21:03:05, eventid=1507, teamid=236, level=3, eventType=start
time=2016-06-24T00:33:05, eventid=1508, teamid=209, level=5, eventType=end
time=2016-06-24T00:33:05, eventid=1509, teamid=209, level=6, eventType=start
time=2016-06-24T04:33:05, eventid=1510, teamid=212, level=5, eventType=end
time=2016-06-24T04:33:05, eventid=1511, teamid=212, level=6, eventType=start
time=2016-06-24T06:33:05, eventid=1512, teamid=222, level=5, eventType=end
time=2016-06-24T06:33:05, eventid=1513, teamid=222, level=6, eventType=start
time=2016-06-24T08:03:05, eventid=1514, teamid=223, level=5, eventType=end
time=2016-06-24T08:03:05, eventid=1515, teamid=223, level=6, eventType=start
time=2016-06-24T12:03:05, eventid=1516, teamid=224, level=5, eventType=end
time=2016-06-24T12:03:05, eventid=1517, teamid=224, level=6, eventType=start
time=2016-06-24T16:33:05, eventid=1518, teamid=37, level=7, eventType=end
time=2016-06-24T16:33:05, eventid=1519, teamid=37, level=8, eventType=start
time=2016-06-24T18:33:05, eventid=1520, teamid=233, level=4, eventType=end
time=2016-06-24T18:33:05, eventid=1521, teamid=233, level=5, eventType=start
time=2016-06-24T19:03:05, eventid=1522, teamid=234, level=4, eventType=end
time=2016-06-24T19:03:05, eventid=1523, teamid=234, level=5, eventType=start
time=2016-06-24T23:33:05, eventid=1524, teamid=243, level=1, eventType=end
time=2016-06-24T23:33:05, eventid=1525, teamid=243, level=2, eventType=start
time=2016-06-25T01:33:05, eventid=1526, teamid=211, level=6, eventType=end
time=2016-06-25T01:33:05, eventid=1527, teamid=211, level=7, eventType=start
time=2016-06-25T06:03:05, eventid=1528, teamid=232, level=4, eventType=end
time=2016-06-25T06:03:05, eventid=1529, teamid=232, level=5, eventType=start
time=2016-06-25T08:03:05, eventid=1530, teamid=229, level=3, eventType=end
time=2016-06-25T08:03:05, eventid=1531, teamid=229, level=4, eventType=start
time=2016-06-25T10:33:05, eventid=1532, teamid=201, level=7, eventType=end
time=2016-06-25T10:33:05, eventid=1533, teamid=201, level=8, eventType=start
time=2016-06-25T19:33:05, eventid=1534, teamid=217, level=6, eventType=end
time=2016-06-25T19:33:05, eventid=1535, teamid=217, level=7, eventType=start
time=2016-06-26T00:03:05, eventid=1536, teamid=218, level=6, eventType=end
time=2016-06-26T00:03:05, eventid=1537, teamid=218, level=7, eventType=start
time=2016-06-26T01:03:05, eventid=1538, teamid=213, level=6, eventType=end
time=2016-06-26T01:03:05, eventid=1539, teamid=213, level=7, eventType=start
time=2016-06-26T01:33:05, eventid=1540, teamid=228, level=4, eventType=end
time=2016-06-26T01:33:05, eventid=1541, teamid=228, level=5, eventType=start
time=2016-06-26T02:33:05, eventid=1542, teamid=214, level=6, eventType=end
time=2016-06-26T02:33:05, eventid=1543, teamid=214, level=7, eventType=start
time=2016-06-26T02:33:05, eventid=1544, teamid=216, level=5, eventType=end
time=2016-06-26T02:33:05, eventid=1545, teamid=216, level=6, eventType=start
time=2016-06-26T04:33:05, eventid=1546, teamid=207, level=5, eventType=end
time=2016-06-26T04:33:05, eventid=1547, teamid=207, level=6, eventType=start
time=2016-06-26T06:03:05, eventid=1548, teamid=206, level=7, eventType=end
time=2016-06-26T06:03:05, eventid=1549, teamid=206, level=8, eventType=start
time=2016-06-26T10:03:05, eventid=1550, teamid=230, level=5, eventType=end
time=2016-06-26T10:03:05, eventid=1551, teamid=230, level=6, eventType=start
